id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording,temporal_resolution,units_of_measurement,water_type,keyterms
22104,217,41.7782,-124.2189,,,"At Bridge, near Crescent City, California",[],"West Branch Mill Creek at Bridge, near Crescent City",Del Norte County,,01/07/1975-03/19/1975,Monthly,"{'Alkalinity': 'mg/L', 'Sulfate': 'mg/L', 'Chloride': 'mg/L', 'Fluoride': 'mg/L', 'Nitrate': 'mg/L', 'Nitrite': 'mg/L', 'Ammonia': 'mg/L', 'Organic Nitrogen': 'mg/L', 'Kjeldahl Nitrogen': 'mg/L', 'Phosphorus': 'mg/L'}",Stream Discharge,"['Alkalinity', 'Sulfate', 'Chloride', 'Fluoride', 'Nitrate', 'Nitrite', 'Ammonia', 'Organic Nitrogen', 'Kjeldahl Nitrogen', 'Phosphorus']"
22104,217,41.7782,-124.2189,,,"Near Crescent City, California",[],East Fork Mill Creek near Crescent City,Del Norte County,,08/01/1974-06/05/1975,Monthly,"{'Alkalinity': 'mg/L', 'Sulfate': 'mg/L', 'Chloride': 'mg/L', 'Fluoride': 'mg/L', 'Nitrate': 'mg/L', 'Nitrite': 'mg/L', 'Ammonia': 'mg/L', 'Organic Nitrogen': 'mg/L', 'Kjeldahl Nitrogen': 'mg/L', 'Phosphorus': 'mg/L'}",Stream Discharge,"['Alkalinity', 'Sulfate', 'Chloride', 'Fluoride', 'Nitrate', 'Nitrite', 'Ammonia', 'Organic Nitrogen', 'Kjeldahl Nitrogen', 'Phosphorus']"
22104,217,41.7782,-124.2189,,,"At Bridge, near Crescent City, California",[],"East Fork Mill Creek at Bridge, near Crescent City",Del Norte County,,01/07/1975-03/19/1975,Monthly,"{'Alkalinity': 'mg/L', 'Sulfate': 'mg/L', 'Chloride': 'mg/L', 'Fluoride': 'mg/L', 'Nitrate': 'mg/L', 'Nitrite': 'mg/L', 'Ammonia': 'mg/L', 'Organic Nitrogen': 'mg/L', 'Kjeldahl Nitrogen': 'mg/L', 'Phosphorus': 'mg/L'}",Stream Discharge,"['Alkalinity', 'Sulfate', 'Chloride', 'Fluoride', 'Nitrate', 'Nitrite', 'Ammonia', 'Organic Nitrogen', 'Kjeldahl Nitrogen', 'Phosphorus']"
22104,217,41.7782,-124.2189,,,"Near Crescent City, California",[],Mill Creek near Crescent City,Del Norte County,,02/15/1975-06/19/1975,Monthly,"{'Alkalinity': 'mg/L', 'Sulfate': 'mg/L', 'Chloride': 'mg/L', 'Fluoride': 'mg/L', 'Nitrate': 'mg/L', 'Nitrite': 'mg/L', 'Ammonia': 'mg/L', 'Organic Nitrogen': 'mg/L', 'Kjeldahl Nitrogen': 'mg/L', 'Phosphorus': 'mg/L'}",Stream Discharge,"['Alkalinity', 'Sulfate', 'Chloride', 'Fluoride', 'Nitrate', 'Nitrite', 'Ammonia', 'Organic Nitrogen', 'Kjeldahl Nitrogen', 'Phosphorus']"
2131,53,33.9538,-117.3806,,,Near headworks at E. Riverside,[],Lower Riverside Canal,Riverside County,Riverside County,06/17/1898-08/27/1898,42 days,Sec.-feet,Stream Discharge,"['Lower Riverside canal', 'discharge']"
2131,53,33.9888,-117.3282,,,South of Rubidoux Mountain,[],Spring Brook,Riverside County,Riverside County,06/19/1898-08/28/1898,42 days,Sec.-feet,Stream Discharge,"['Spring Brook', 'discharge']"
2131,53,33.9888,-117.3282,,,"Right bank, 1/2 mile below bridge",[],Evans Ditch,Riverside County,Riverside County,06/19/1898-08/28/1898,42 days,Sec.-feet,Stream Discharge,"['Evans ditch', 'discharge']"
2131,53,33.9888,-117.3282,,,"Right bank, 1 mile south of county line",[],Rubidoux Canal,Riverside County,Riverside County,06/19/1898-08/27/1898,42 days,Sec.-feet,Stream Discharge,"['Rubidoux canal', 'discharge']"
2131,53,33.9481,-117.3815,,,4 miles below Riverside,[],Santa Ana River,Riverside County,Riverside County,06/20/1898-08/29/1898,42 days,Sec.-feet,Stream Discharge,"['Santa Ana River', 'discharge']"
2131,53,33.9481,-117.3815,,,"Right bank, 2 miles below Riverside Narrows",[],Small Ditch,Riverside County,Riverside County,06/20/1898-08/29/1898,74 days,Sec.-feet,Stream Discharge,"['Small ditch', 'discharge']"
2131,53,33.9888,-117.3282,,,"Right bank, sec. 28, 2 S., R. 6 W.","['[TR 28, S 2, R 6 W]']",Griffiths Ditch,Riverside County,Riverside County,06/20/1898-08/29/1898,74 days,Sec.-feet,Stream Discharge,"['Griffiths ditch', 'discharge']"
2131,53,33.9888,-117.3282,,,"Left bank, sec. 28, T.S., R.7 W.","['[TR 28, S., R. 7 W]']",Townsend Ditch,Riverside County,Riverside County,06/20/1898-08/29/1898,74 days,Sec.-feet,Stream Discharge,"['Townsend ditch', 'discharge']"
2131,53,33.95,-117.3333,,,"Left bank, 2 miles below Rincon",[],Small Canal,Riverside County,Riverside County,06/21/1898-08/29/1898,63 days,Sec.-feet,Stream Discharge,"['Small canal', 'discharge']"
2131,53,34.0498,-117.3023,,,At Red Hills,[],Cucamonga Developments,Riverside County,Riverside County,06/1898-09/09/1898,93 days,Sec.-feet,Stream Discharge,"['Cucamonga developments', 'discharge']"
2131,53,33.95,-117.3333,,,At lower narrows below Rincon,[],Santa Ana River (Lower Narrows Below Rincon),Riverside County,Riverside County,06/21/1898-08/29/1898,63 days,Sec.-feet,Stream Discharge,"['Santa Ana River', 'discharge']"
70038681,440,,,39.2152777778,-120.8397222222,"Near Dutch Flat, California","['NW1/NE1 sec.34, T16 N., R10 E.']",CHICAGO PARK FLUME,Nevada County,,11/01/1965-12/31/1973,Daily,cubic feet per second (cfs),Stream Discharge,"['stream discharge', 'water-stage recorder', 'flow regulated', 'maximum daily discharge']"
56394,80,,,39.172222,-119.907022,"On left bank about 300 ft (90 m) below dam on Marlette Lake, 0.7 mi (1.1 km) upstream from Marlette Reservoir, and 7 mi (11 km) west of Carson City.","['[SE4SW14 sec. 12, T.15 N. R.18 E.]']",Marlette Creek,Washoe County,,10/01/1973-12/31/2023,Daily,"{'Discharge': 'cubic feet per second (ft3/s)', 'Gage_Height': 'feet (ft)'}",Stream Discharge,"['Marlette Lake', 'stream discharge', 'gage height', 'flow regulated']"
70038673,369,,,37.233611,-122.365555,"37°14'01"" long 122°21'56"", on right bank 0.15 mile below unnamed tributary, and 1.7 miles southeast of Pescadero, San Mateo County.",[],Butano Creek near Pescadero,San Mateo County,,10/01/1967-09/30/1968,Daily,Cubic feet per second (cfs),Stream Discharge,"['stream discharge', 'water-stage recorder', 'crested stage gage', 'flood marks']"
10427,68,36.7783,-119.4179,,,Unknown,[],Unknown,,California,Not Available,Not Available,"['MG/L', 'MG/L', 'MG/L', 'MG/L', 'MG/L', 'MG/L', '%']",Water Quality,"['Chemical analyses', 'Dissolved solids', 'Hardness']"
56792,343,,,39.051111,-120.470556,"Forest, on Lat right bank in SW&NE's sec. 24, T.14 N. R.13 E.",['T.14 N. R.13 E. sec. 24'],SOUTH FORK LONG CANYON CREEK DIVERSION TUNNEL,Placer County,,10/01/1965-Current Year,Daily,"{'Discharge': 'cubic feet per second (ft3/s)', 'Volume': 'acre-feet per year (acre-ft/yr)'}",Stream Discharge,"['Diversion', 'Tunnel', 'Creek', 'Recorder', 'Weir', 'Discharge']"
70038395,158,,,34.029167,-116.944444,"on downstream side of left abutment of bridge on Oak Glen Road, 3.0 miles upstream from Wallace Creek and 7 miles north of Beaumont.","['Nw1swNw1 sec.1, T.2 S., R.1 W.']",Little San Gorgonio Creek near Beaumont,,Riverside County,10/1948-09/1965,,"{'Drainage Area': 'sq mi', 'Average Discharge': 'cfs and acre-ft per year', 'Extremes': 'cfs', 'Gage Height': 'ft'}",Stream Discharge,"['Drainage area', 'Gage height', 'Maximum discharge']"
70038395,158,,,34.033056,-117.2075,"on downstream side of right abutment of county highway bridge, 2.0 miles southwest of Redlands and 3.4 miles downstream from Yucaipa Creek.","['NENENE1 sec. 5, T.2 S., R.3 W.']",San Timoteo Creek near Redlands,,San Bernardino County,10/1926-09/1965,,"{'Drainage Area': 'sq mi', 'Average Discharge': 'cfs and acre-ft per year', 'Extremes': 'cfs', 'Gage Height': 'ft'}",Stream Discharge,"['Drainage area', 'Gage height', 'Maximum discharge']"
70038402,212,,,37.970833,-119.7625,"Yosemite National Park, right bank in SE sec. 3, T.1 N., R.20 E.","['T.1 N., R.20 E., SE sec. 3']",Falls Creek near Hetch Hetchy,Mariposa County,Mariposa County,10/01/1915-09/30/1967,Monthly,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet'}",Stream Discharge,"['discharge', 'flow', 'stream', 'gage height']"
70038401,97,,,34.463056,-118.017778,"Near Little Rock, Antelope Valley","['T.4 N., R.11 W., sec.3']",Little Rock Creek,Los Angeles County,Los Angeles County,"10/01/1930-02/28/1938,05/01/1938-09/30/1938,04/01/1939-09/30/1967",Daily,cubic feet per second (cfs),Stream Discharge,"['discharge', 'water-stage recorder', 'gage', 'flow']"
56850,202,,,34.4664,-117.2872,"Near Victorville, CA",[],MOJAVE RIVER AT LOWER NARROWS,San Bernardino County,San Bernardino County,10/01/1977-05/31/1978,Daily,micromhos/cm at 25 deg. C,Stream Discharge,"['MOJAVE RIVER', 'LOWER NARROWS', 'SPECIFIC CONDUCTANCE']"
70038399,249,,,37.858333,-120.633333,"Lat 37°51'30"" long 120°38'00"", SE1 sec.10, T.1 S., R.12 E.","['T.1 S., R.12 E., SE1 sec.10']",Oakdale Canal near Knights Ferry,Tuolumne County,,05/1914-09/1966,Daily,cubic feet per second (cfs),Stream Discharge,"['canal', 'diverts water', 'Stanislaus River', 'Goodwin Dam']"
70038669,217,,,34.464444,-118.749167,"Temescal Grant, near Santa Felicia Dam on Piru Creek",[],Lake Piru,Ventura County,,05/1955-09/1963,Monthly (Month-end),"{'Elevation': 'feet', 'Contents': 'acre-feet'}",Reservoir,"['earth-fill dam', 'ground-water recharge', 'domestic use', 'irrigation', 'Oxnard plain']"
22104,48,40.8,-124.2,,,"near Orick, California",[],Lost Man Creek near Orick,,Humboldt County,10/01/1974-03/31/1975,Daily (when measurements were taken),inches,Precipitation,"['accumulated rainfall', 'inches']"
22104,48,40.8,-124.2,,,"near Orick, California",[],Station C Freshwater Lagoon,,Humboldt County,10/01/1974-03/31/1975,Daily (when measurements were taken),inches,Precipitation,"['accumulated rainfall', 'inches']"
70038403,170,,,38.5,-121.04583333333332,"at gaging station on downstream side of midstream pier of highway bridge at Michigan Bar, Sacramento County, 5.5 miles southwest of Latrobe, and 12 miles downstream from confluence of North and Middle Forks.",[],COSUMNES RIVER AT MICHIGAN BAR,Sacramento County,,"{'Chemical_Analyses': 'October 1953 to September 1963', 'Water_Temperatures': 'October 1962 to September 1967', 'Sediment_Records': 'October 1962 to September 1967'}","varies (specific to the type of data: Chemical analyses - yearly, Water temperatures - monthly, Sediment records - daily)","{'Discharge': 'cfs', 'Silica': 'ppm', 'Iron': 'ppm', 'Calcium': 'ppm', 'Magnesium': 'ppm', 'Sodium': 'ppm', 'Potassium': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Sulfate': 'ppm', 'Chloride': 'ppm', 'Fluoride': 'ppm', 'Nitrate': 'ppm', 'Boron': 'ppm', 'Specific Conductance': 'micro-mhos at 25°C', 'pH': None}",Stream Discharge,"['stream discharge', 'chemical analyses', 'water temperatures', 'sediment records']"
70038668,175,,,33.9138889,-117.8416667,"Right wall of outlet channel, 250 ft downstream from toe of Carbon Canyon Dam and 2.4 miles northwest of Yorba Linda","['SW1/NE1 sec. 17, T. S., R.9 W.']",Carbon Creek below Carbon Canyon Dam,,Orange County,10/01/1961-09/30/1962,Daily (based on discharge measurements),"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}",Stream Discharge,"['Carbon Canyon Dam', 'stream discharge', 'flood-control reservoir']"
4538,236,,,37.95,-119.7833,"Yosemite National Park, 1 mile downstream from Falls Creek","['T. 1 N., R. 20, Sec. 16']",Hetch Hetchy Reservoir,Mariposa County,,05/1923-09/1941,Daily,"{'Area': 'square miles', 'Contents': 'acre-feet', 'Elevation': 'feet'}",Reservoir,"[""O'Shaughnessy Dam"", 'Tuolumne River', 'San Francisco water-supply system']"
2294,191,,,,,"E 7 R. N., T. 3, 11, Sec. 6",['E 7R N 3 11 Sec 6'],Well in San Joaquin County,San Joaquin,,1903-01/01/1903-12/31/1903,Not Applicable,,Groundwater,"[""Miner's inches"", 'Electric', 'Gas']"
2294,191,,,,,"E 7 R. N., T. 3, 11, Sec. 7",['E 7R N 3 11 Sec 7'],Well in San Joaquin County,San Joaquin,,1905-01/01/1905-12/31/1905,Not Applicable,,Groundwater,"[""Miner's inches"", 'Electric', 'Gas']"
2294,191,,,,,"E 7 R. N., T. 3, 11, Sec. 11",['E 7R N 3 11 Sec 11'],Well in San Joaquin County,San Joaquin,,1904-01/01/1904-12/31/1904,Not Applicable,,Groundwater,"[""Miner's inches"", 'Electric', 'Gas']"
1744,200,42.3775,-120.0566,,,"SW. 1/4 sec. 4, T. 40 S., R. 18 E., at highway bridge, about 1/2 mile below mouth of Willow Creek, 1 mile below the Drews Creek reservoir 13 miles southwest of Lakeview, Oregon","['T. 40 S., R. 18 E., sec. 4']",Drews Creek Reservoir,Lake County,Lake County,01/16/1909-09/30/1914,Daily,"{'Gage_Height': 'feet', 'Storage_Change': 'acre-feet'}",Reservoir,"['Drews Creek', 'reservoir', 'Lakeview', 'gage height', 'storage', 'accrete feet']"
70038414,119,,,36.4513888889,-118.7875,"NW3 sec.14, T.17 S., R.29 E.","['T.17 S., R.29 E., NW3 sec.14']",East Fork Kaweah River Near Three Rivers,Tulare County,,10/01/1968-09/30/1969,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Volume': 'acre-feet'}",Stream Discharge,"['East Fork Kaweah River', 'stream discharge', 'discharge measurement', 'water-stage recorder', 'Parshall flume']"
56808,57,,,41.482222,-121.537778,"SE&NW's sec. 13, T.42 N. R.12 E., on right bank 10 ft and South Forks downstream from Estes Street bridge in Alturas","['T.42 N. R.12 E., sec. 13']","NORTH FORK PIT RIVER AT ALTURAS, CA",Modoc County,,10/1971-Current Year,Daily,"{'Flow rate': 'cubic feet per second (ft³/s)', 'Volume': 'acre-feet/yr'}",Stream Discharge,"['stream discharge', 'flow rate', 'water-stage recorder', 'Dorris Reservoir', 'irrigation ponds']"
1166,42,32.8167,-116.6256,,,Julian's ranch,[],Stony Creek,,San Diego County,02/01/1901-12/31/1902,Monthly,"{'Discharge': 'second-feet', 'Run-off': ['Second-feet per square mile', 'Depth in inches'], 'Total': 'acre-feet'}",Stream Discharge,"['Discharge', 'Maximum', 'Minimum', 'Mean', 'Run-off']"
56403,194,32.6753,-115.5028,32.6753,-115.5028,"CALEXICO, CA",[],NEW RIVER AT INTERNATIONAL BOUNDARY,,Imperial County,05/01/1975-09/30/1976,Daily,(CELLS/ML),Stream Discharge,"['NEW RIVER', 'PHYLUM', 'CLASS', 'ORDER', 'FAMILY', 'GENUS', 'PHYTOPLANKTON']"
70038681,524,,,38.63,-122.3311111,"Near Pope Valley, California","['T.9 N., R.4 W., SW2 sec. 17']",Pope Creek,Napa County,,12/01/1960-09/30/1973,Daily,cubic feet per second (cfs),Stream Discharge,"['discharge', 'water-stage recorder', 'gage height']"
3150,54,38.5816,-121.4944,,,"State of California, inferred near Sacramento Valley region",[],Water Temperature Record,Inferred from water temperature data context,Sacramento County,10/01/1966-09/30/1967,Daily,Degrees Fahrenheit (°F),Groundwater,"['Temperature', 'Fahrenheit', 'Water Year']"
3048,150,,,34.064444,-118.586111,"On downstream side of right abutment of highway bridge, 1.7 miles north of Topanga Beach, Boca de Santa Monica Grant",[],Topanga Creek near Topanga Beach,Los Angeles County,,01/01/1930-09/30/1958,Daily measurements from October to September,"{'Discharge': 'cubic feet per second (cfs)', 'Volume': 'acre-feet'}",Stream Discharge,"['Topanga Creek', 'Discharge', 'Records', 'Water-stage recorder']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S59'],Well 1s/3,,Imperial County,1950-01/01/1950-12/31/1950,Annual,"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['well number', 'completed', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S55'],Well 3J1,,Imperial County,Unknown-01/01/Unknown-12/31/Unknown,Annual,"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['well number', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S59'],Well 3N1,,Imperial County,Unknown-01/01/Unknown-12/31/Unknown,Annual,"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['well number', 'completed', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S59'],Well 3P1,,Imperial County,1935-01/01/1935-12/31/1935,Annual,"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['well number', 'completed', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S59'],Well 3P2,,Imperial County,1903-01/01/1903-12/31/1903,Annual,"{'Altitude': 'feet', 'Depth': 'feet'}",Groundwater,"['well number', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S59'],Well 3Q1,,Imperial County,1929-01/01/1929-12/31/1929,Annual,"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['well number', 'completed', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S59'],Well 4A1,,Imperial County,1935-01/01/1935-12/31/1935,Annual,"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['well number', 'completed', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S55'],Well 4B1,,Imperial County,1926-01/01/1926-12/31/1926,Annual,"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['well number', 'completed', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S55'],Well 4C1,,Imperial County,1948-01/01/1948-12/31/1948,Annual,"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['well number', 'completed', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S55'],Well 4E1,,Imperial County,1927-01/01/1927-12/31/1927,Annual,"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['well number', 'completed', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S55'],Well 4G1,,Imperial County,1909-01/01/1909-12/31/1909,Annual,"{'Altitude': 'feet', 'Depth': 'feet'}",Groundwater,"['well number', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S59'],Well 4J1,,Imperial County,1948-01/01/1948-12/31/1948,Annual,"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['well number', 'completed', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S56'],Well 4ML,,Imperial County,Unknown-01/01/Unknown-12/31/Unknown,Annual,"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['well number', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S56'],Well 4P1,,Imperial County,1942-01/01/1942-12/31/1942,Annual,"{'Altitude': 'feet', 'Depth': 'feet'}",Groundwater,"['well number', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S57'],Well 4Q1,,Imperial County,Unknown-01/01/Unknown-12/31/Unknown,Annual,"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['well number', 'altitude (ft.)']"
51659,41,32.8375,-115.5833,,,"Imperial Valley, California",['10N-2E-S59'],Well 4R1,,Imperial County,Unknown-01/01/Unknown-12/31/Unknown,Annual,"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['well number', 'altitude (ft.)']"
1141,193,41.7,-122.3,,,"Near Keno, Oregon",[],"Klamath River at Keno, Oreg.",,"Siskiyou County, Oregon",01/01/1910-12/31/1910,Monthly,"{'Discharge': 'second-feet', 'Run-off Per Square Mile': 'inches', 'Total Run-off': 'acre-feet'}",Stream Discharge,"['Discharge', 'Run-off', 'Maximum', 'Minimum', 'Mean']"
1141,193,41.9,-124.0,,,"Near Requa, California","['sec. 29', 'T. 13 N.', 'R. 2 E.']","Klamath River near Requa, Cal.","Del Norte County, California",,08/31/1910-12/31/1910,Daily for December 1910; Specific Dates in August and December 1910,"{'Width': 'Feet', 'Area of Section': 'Sq. feet', 'Gage Height': 'Feet', 'Discharge': 'Sec.-ft.'}",Stream Discharge,"['Discharge', 'Gage Height', 'Width', 'Area']"
3067,45,,,33.0930555556,-116.9625,"on right bank at mouth, at highway bridge, 1 mile west of San Pasqual","['NW1 sec. 35, T. 12 S., R. 1 W.']",Guejito Creek at San Pasqual,San Diego County,,"February to September 1915, October 1916 to September 1917, October 1946 to September 1956",bi-monthly,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",Stream Discharge,"['discharge', 'flow', 'no flow']"
3067,45,,,33.0522222222,-116.9447222222,on left bank 4.6 miles upstream from mouth and 3.8 miles northwest of Ramona,"['SE1/4 SE1/4 SE1/4 sec. 11, T. 13 S., R. 1 W.']",Santa Maria Creek near Ramona,San Diego County,,"November 1912 to September 1920, October 1946 to September 1956",bi-monthly,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",Stream Discharge,"['discharge', 'flow', 'no flow']"
