water_type_final,county,n_tables,n_measurements
Groundwater,Santa Barbara,220,2327.0
Groundwater,Santa Barbara (based on proximity to Santa Ynez Valley),5,14.0
Groundwater,Santa Barbara County,1376,18179.0
Groundwater,"Santa Barbara County, California",11,119.0
Groundwater,"Santa Barbara County, Montecito",1,4.0
Groundwater,"Santa Barbara, Montecito",1,20.0
Groundwater,Santa Clara,20,536.0
Groundwater,Santa Clara County,135,4296.0
Groundwater,"Santa Clara County, California",3,81.0
Groundwater,Santa Cruz,1,33.0
Groundwater,Santa Cruz County,7,62.0
Groundwater,"Santa Cruz County, California",3,67.0
Groundwater,Santa Fe County,3,48.0
Groundwater,Santa Rosa County,3,51.0
Groundwater,Santa Rosa Valley,1,17.0
Groundwater,"Santa Rosa Valley area, California",3,52.0
Groundwater,"Santa Rosa Valley, California",1,52.0
Groundwater,Shasta,3,35.0
Groundwater,Shasta County,23,206.0
Groundwater,"Shasta County, California",1,34.0
Groundwater,"Shasta Valley, California",1,12.0
Groundwater,Sierra County,1,19.0
Groundwater,"Sierra Nevada (general region, specific county not provided)",1,9.0
Groundwater,"Sierra Nevada region, California",1,11.0
Groundwater,"Sierra Nevada, California",1,11.0
Groundwater,"Sierra Nevada, California (likely Placer County)",1,14.0
Groundwater,Siskiyou,47,328.0
Groundwater,Siskiyou County,117,916.0
Groundwater,"Siskiyou County, California",9,72.0
Groundwater,"Socorro County, New Mexico",1,14.0
Groundwater,Soda and Silver Lake valleys,4,19.0
Groundwater,Solano,18,239.0
Groundwater,Solano County,167,3264.0
Groundwater,"Solano County (T. 5 N., R. 1 W.) and Fairfield-Suisun County (T. 5 N., R. 1 E.)",1,23.0
Groundwater,"Solano County, California",3,109.0
Groundwater,"Solano County, Contra Costa County",1,10.0
Groundwater,Solano and Contra Costa,1,3.0
Groundwater,"Solano, Contra Costa (Suisun-Fairfield area)",1,5.0
Groundwater,Sonoma,32,278.0
Groundwater,Sonoma County,166,1641.0
Groundwater,Southeastern California counties such as Inyo or Mono County,1,8.0
Groundwater,Southern California,1,18.0
Groundwater,Southern California Counties,3,24.0
Groundwater,Southern California Valley,1,71.0
Groundwater,Southern Part of Study Area,1,4.0
Groundwater,Southern part of the study area and Johnson Valley,1,5.0
Groundwater,Southwestern States of California,4,8.0
Groundwater,"Southwestern States, CA",2,26.0
Groundwater,"Southwestern United States, includes California",1,26.0
Groundwater,"Southwestern United States, including California and Hawaii",1,13.0
Groundwater,Stanislaus,6,176.0
Groundwater,Stanislaus County,17,382.0
Groundwater,"Stanislaus County, Calaveras County, Tuolumne County (approximation based on Mokelumne area and Sierra Nevada sources)",2,8.0
Groundwater,"Stanislaus, Merced, Fresno, Madera, Mariposa, Tulare, Kings, Kern, and several others in the San Joaquin Valley region",1,18.0
Groundwater,Steptoe Valley,6,20.0
Groundwater,Stevens County,1,15.0
Groundwater,"Stockton, California (inference based on nearby water bodies)",5,75.0
Groundwater,"Stockton, San Joaquin County",4,85.0
Groundwater,Subarea information needed for inference,1,19.0
Groundwater,Suffolk County,1,50.0
Groundwater,Suisun or Fairfield,1,56.0
Groundwater,Suisun-Fairfield Area,3,183.0
Groundwater,"Suisun-Fairfield Area, Solano County",1,57.0
Groundwater,Surprise Spring Basin,2,15.0
Groundwater,Sutter County,8,122.0
Groundwater,"Sutter County, California",3,14.0
Groundwater,"T. 28 S., R. 25 E.",1,5.0
Groundwater,TAOS COUNTY,4,42.0
Groundwater,"Tahoe National Forest area, likely Placer County or El Dorado County",1,18.0
Groundwater,Tehama,6,66.0
Groundwater,Tehama County,26,226.0
Groundwater,"Torrance County, New Mexico",1,31.0
Groundwater,Trinity County,11,150.0
Groundwater,Trinity County (based on general altitude and location),2,24.0
Groundwater,Tulare,12,205.0
Groundwater,Tulare County,88,1398.0
Groundwater,Tulare County (inferred based on typical groundwater storage studies in the San Joaquin Valley),2,30.0
Groundwater,"Tulare County, California",13,167.0
Groundwater,"Tulare County, Kern County",1,8.0
Groundwater,Tulare and Kings,2,141.0
Groundwater,Tulare or Kings,1,73.0
Groundwater,"Tulare, Fresno, Kings, Madera, Stanislaus (among others within San Joaquin Valley)",1,19.0
Groundwater,"Tulare, Kings",3,210.0
Groundwater,Tulare-Wasco Area,1,5.0
Groundwater,Tulare-Wasco area,2,33.0
Groundwater,Tuolumne,1,12.0
Groundwater,Tuolumne County,6,145.0
Groundwater,"Tuolumne County, CA",2,35.0
Groundwater,"Tuolumne County, California",1,12.0
Groundwater,Union County,2,36.0
Groundwater,"Union County, NM",7,26.0
Groundwater,Unknown,189,3836.0
Groundwater,Unknown (California),1,23.0
Groundwater,Unknown (based on coordinates in California),1,14.0
Groundwater,Unknown - Requires Additional Data,1,22.0
Groundwater,Unknown California County,5,126.0
Groundwater,Unknown County,13,238.0
Groundwater,Unknown County in California,8,178.0
Groundwater,Unknown County in Central Study Area,1,9.0
Groundwater,Unknown based on data,1,37.0
Groundwater,Unknown based on provided data,1,18.0
Groundwater,Unspecified,1,20.0
Groundwater,"Upper end of the valley, likely Kings County or Tulare County",1,11.0
Groundwater,Valencia County,1,21.0
Groundwater,Various Counties in California,10,303.0
Groundwater,Various Counties in California (inference based on multiple well numbers and depths),1,23.0
Groundwater,Various Counties in California (inferred from historical data),1,2.0
Groundwater,Various Counties in California based on agency codes and geological survey data,1,36.0
Groundwater,"Various Counties in Coast Ranges, California",2,12.0
Groundwater,Various Counties in the San Joaquin Valley,1,28.0
Groundwater,"Various Counties within San Joaquin Valley, California",1,40.0
Groundwater,Various counties along California's coastal belt,1,7.0
Groundwater,"Various counties along the Colorado River in California, Arizona, Nevada, and Utah",1,13.0
Groundwater,Various counties in California,3,102.0
Groundwater,"Various counties in California, inferred based on map numbers and sample dates",1,40.0
Groundwater,"Various counties in the Sacramento Valley, CA",1,18.0
Groundwater,Various counties within California based on the study area description,1,12.0
Groundwater,"Various counties within California, specific inference not possible from document",1,33.0
Groundwater,Various counties within the Mojave Desert region of California,1,36.0
Groundwater,Various counties within the San Joaquin Valley and surrounding oil fields in California,1,49.0
Groundwater,Ventura,6,91.0
Groundwater,Ventura County,21,170.0
Groundwater,"Ventura County, California",1,1.0
Groundwater,"Washington County, California",1,32.0
Groundwater,Yolo,13,226.0
Groundwater,Yolo County,82,1714.0
Groundwater,"Yolo County, California",2,83.0
Groundwater,"Yolo County, Sacramento County",1,9.0
Groundwater,Yuba,1,22.0
Groundwater,Yuba County,15,109.0
Groundwater,"Yuba County, California",3,22.0
Groundwater,Yuma County,2,5.0
Groundwater,"['Alameda', 'Contra Costa']",1,17.0
Groundwater,"['Arizona', 'Nevada', 'Utah', 'California']",1,15.0
Groundwater,"['BERNARDINO', 'BENITO', 'DIEGO', 'SAN']",1,22.0
Groundwater,"['Butte', 'Colusa', 'Glenn', 'Sutter', 'Tehama', 'Yolo']",2,21.0
Groundwater,['Carmel'],1,12.0
Groundwater,"['Kings', 'Kern']",6,190.0
Groundwater,"['Los Angeles', 'Kern']",1,17.0
Groundwater,['Los Angeles'],1,11.0
Groundwater,['Madera County'],1,11.0
Groundwater,['Merced'],1,13.0
Groundwater,['Not Available'],2,26.0
Groundwater,"['Orange County', 'Orange County', 'Los Angeles County', 'Orange County', 'Riverside County', 'Irvine County', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",1,18.0
Groundwater,"['San Joaquin', 'Stanislaus', 'Merced', 'Madera', 'Fresno', 'Tulare']",1,13.0
Groundwater,['Santa Clara'],1,73.0
Groundwater,"['Santa Rosa Valley, California']",2,34.0
Groundwater,['Solano County'],1,17.0
Groundwater,"['Tehama', 'Colusa']",1,7.0
Groundwater,"['Tulare', 'Kings']",5,327.0
Groundwater,"['Yolo', 'Colusa', 'Glenn', 'Tehama']",1,6.0
Groundwater,[None],1,18.0
Groundwater,[],1,18.0
Groundwater,not provided,1,19.0
Groundwater,not specified in document,1,19.0
Irrigation,"Adams County, Idaho",1,8.0
Irrigation,Adel,1,8.0
Irrigation,Alameda,2,97.0
Irrigation,Alameda County,8,285.0
Irrigation,Alameda and Contra Costa,1,17.0
Irrigation,Albany County,3,225.0
Irrigation,Alluvium County,1,16.0
Irrigation,Alpine County,1,39.0
Irrigation,Amador County,7,475.0
Irrigation,"Baker County, Oreg.",1,52.0
Irrigation,"Baker County, Oregon",1,21.0
Irrigation,"Bear Lake County, Idaho",3,23.0
Irrigation,Box Elder County,2,165.0
Irrigation,"Box Elder County, Utah (near California border)",1,80.0
Irrigation,Butte,2,72.0
Irrigation,Butte County,62,1869.0
Irrigation,"Butte County, California",2,25.0
Irrigation,Cache County,3,104.0
Irrigation,"Cache County, Utah",1,15.0
Irrigation,Calaveras,9,335.0
Irrigation,Calaveras County,35,1297.0
Irrigation,Calaveras County (inferred from typical locations in California),1,88.0
Irrigation,"Calaveras County, California",3,97.0
Irrigation,"Calaveras, Tuolumne, Mariposa, Madera (based on the general region of the Tuolumne River)",1,19.0
Irrigation,California,9,183.0
Irrigation,California (General Inference),1,19.0
Irrigation,California (General),2,17.0
Irrigation,California (Generalized),1,5.0
Irrigation,California (Inferred based on document context),1,45.0
Irrigation,California (Inferred),1,12.0
Irrigation,California (specific county inferred based on proximity to hydrological features),1,2.0
Irrigation,California (specific county inferred based on typical irrigation projects in the state),1,3.0
Irrigation,California Central Valley Region (Inferred based on common irrigation practices),1,18.0
Irrigation,California County (inferred),1,18.0
Irrigation,California County near Williams,1,4.0
Irrigation,California General Inference Based on Table Data,1,13.0
Irrigation,"Clark County, Nevada; Nye County, Nevada; Inyo County, California",1,4.0
Irrigation,"Coconino County, Arizona",1,9.0
Irrigation,"Coconino, AZ and Clark, NV",1,37.0
Irrigation,Colorado or Utah,1,16.0
Irrigation,Colusa County,1,89.0
Irrigation,Colusa-Grimes area,1,3.0
Irrigation,Contra Costa County,9,320.0
Irrigation,Daggett County,1,22.0
Irrigation,"Daggett County, Utah",1,22.0
Irrigation,"Davis County, Utah",2,71.0
Irrigation,Del Norte County,1,82.0
Irrigation,"Del Norte County, California",1,18.0
Irrigation,"Delta County, Colorado",1,78.0
Irrigation,"Douglas County, Oregon",2,15.0
Irrigation,Duchesne County,1,85.0
Irrigation,"Duchesne County, Utah",2,17.0
Irrigation,El Dorado,1,86.0
Irrigation,El Dorado County,11,417.0
Irrigation,"El Dorado County, California",1,53.0
Irrigation,"El Dorado County, California and Douglas County, Nevada",1,46.0
Irrigation,Elko County,1,22.0
Irrigation,Fresno,3,40.0
Irrigation,Fresno County,30,886.0
Irrigation,Fresno County (inferred based on location of the alluvial fan within Fresno County),1,61.0
Irrigation,"Gila County, Arizona",1,34.0
Irrigation,Graham County,1,23.0
Irrigation,"Graham County, Arizona",3,26.0
Irrigation,"Grand County, Colorado",2,28.0
Irrigation,"Greenlee County, Arizona (Error in document)",5,21.0
Irrigation,"Hillsborough, New Hampshire",1,8.0
Irrigation,"Hollister Estate, Near Lomboc",5,15.0
Irrigation,Humboldt County,5,131.0
Irrigation,"Humboldt County, California",1,9.0
Irrigation,INYO,1,8.0
Irrigation,Imperial,5,140.0
Irrigation,Imperial County,50,1134.0
Irrigation,"Imperial County, CA",2,46.0
Irrigation,"Imperial County, California",7,287.0
Irrigation,Inyo County,11,272.0
Irrigation,Jackson County,9,184.0
Irrigation,"Jackson County, Oregon",27,665.0
Irrigation,Juan County,1,22.0
Irrigation,Kern County,28,760.0
Irrigation,"Kern County, California",2,103.0
Irrigation,Kings County,1,7.0
Irrigation,Klamath,2,14.0
Irrigation,Klamath County,33,455.0
Irrigation,"Klamath County, Oregon",15,362.0
Irrigation,LOS ANGELES COUNTY,3,4.0
Irrigation,"La Paz County, Arizona",3,49.0
Irrigation,Lake County,3,120.0
Irrigation,"Lake County, California",6,101.0
Irrigation,"Lake County, Oregon",4,59.0
Irrigation,Los Angeles,8,207.0
Irrigation,Los Angeles County,48,1188.0
Irrigation,"Los Angeles County, California",1,12.0
Irrigation,Lyon County,4,69.0
Irrigation,"Lyon County, Nevada",1,22.0
Irrigation,Madera County,6,207.0
Irrigation,Maricopa County,5,113.0
Irrigation,Marin County,1,6.0
Irrigation,Mariposa County,3,37.0
Irrigation,Mendocino County,2,36.0
Irrigation,"Mendota-Huron area, California",1,19.0
Irrigation,Merced County,5,80.0
Irrigation,Merced and Fresno Counties,1,16.0
Irrigation,Millard County,1,22.0
Irrigation,Mohave County,1,15.0
Irrigation,"Mohave County, Ariz. and Clark County, Nev.",2,45.0
Irrigation,"Mohave County, Ariz., and Clark County, Nev.",1,31.0
Irrigation,"Mohave County, Arizona (nearby)",1,13.0
Irrigation,"Mohave County, Clark County",2,23.0
Irrigation,"Mojave Desert, Southern California",1,13.0
Irrigation,"Mokelumne Area, California",2,147.0
Irrigation,Mokelumne County,1,73.0
Irrigation,Monterey County,1,38.0
Irrigation,N -3,1,28.0
Irrigation,"N/A (Based on context, likely a military or naval location, possibly near San Diego County, California)",1,16.0
Irrigation,Napa,4,26.0
Irrigation,Napa County,9,65.0
Irrigation,Nevada County,9,228.0
Irrigation,Not Available,3,54.0
Irrigation,Not Provided,6,102.0
Irrigation,Not Specified,1,16.0
Irrigation,"Not specified for California, but location is in Oregon.",1,36.0
Irrigation,Not specified in the document,2,45.0
Irrigation,Orange County,21,505.0
Irrigation,"Orange County, California",2,42.0
