id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording,temporal_resolution,units_of_measurement,water_type,keyterms,id_page_number
10337,41,36.5858,-117.025,,,"Panamint Range, Death Valley, California",['175N/44E-27851'],"Emigrant Spring, Panamint Range",Inyo County,,12/10/1959,Unknown,mg/L or ppm (assumed based on table context),Springs,"['Emigrant Spring', 'Panamint Range']",10337_41
10337,41,36.5806,-116.974,,,"Furnace Creek, Death Valley, California",['26N/2E-13FS1'],"Navel Spring, Furnace Creek",Inyo County,,05/16/1974,Unknown,mg/L or ppm (assumed based on table context),Springs,"['Navel Spring', 'Furnace Creek']",10337_41
10337,41,36.47,-116.8485,,,"Cottonwood Fan, Death Valley, California",['155N/44E-4Q1'],Test well on Cottonwood Fan (Depth: 92 ft),Inyo County,,07-1972,Unknown,mg/L or ppm (assumed based on table context),Groundwater,"['Test well', 'Cottonwood Fan']",10337_41
10337,41,36.47,-116.8485,,,"Cottonwood Fan, Death Valley, California",['15S/44E-3381'],Test well on Cottonwood Fan (Depth: 78 ft),Inyo County,,04/30/1968,Unknown,mg/L or ppm (assumed based on table context),Groundwater,"['Test well', 'Cottonwood Fan']",10337_41
10337,41,36.6197,-116.8006,,,"Stovepipe Wells, Death Valley, California",['155N/44E-36K1'],Stovepipe Wells Hotel (Depth: 80 ft),Inyo County,,03/21/1967,Unknown,mg/L or ppm (assumed based on table context),Groundwater,"['Stovepipe Wells', 'Hotel']",10337_41
10337,41,36.5808,-116.8405,,,"Highway 127, Death Valley, California",['18N/6E-12M'],Amargosa River at Highway 127 (Discharge: 0.6 ft3/s),Inyo County,,03/21/1967,Unknown,cubic feet per second (ft3/s),Stream Discharge,"['Amargosa River', 'Highway 127']",10337_41
10337,42,32.8,-115.7,,,Valley National Monument and vicinity,[],Water at major points of use,,Imperial County,Unknown,,{'General measurements': 'mg/L'},Groundwater,"['Points of use', 'General measurements']",10337_42
10337,42,32.8,-115.7,,,Valley National Monument and vicinity,[],The saltpan,,Imperial County,Unknown,,{'Hardness as calcium carbonate': 'mg/L'},Groundwater,"['Saltpan', 'Hardness as calcium carbonate']",10337_42
10337,42,32.8,-115.7,,,Valley National Monument and vicinity,[],Alluvial fans,,Imperial County,Unknown,,{'Hardness as calcium carbonate': 'mg/L'},Groundwater,"['Alluvial fans', 'Hardness as calcium carbonate']",10337_42
10337,42,32.8,-115.7,,,Valley National Monument and vicinity,[],Fanglomerate deposits,,Imperial County,Unknown,,{'Hardness as calcium carbonate': 'mg/L'},Groundwater,"['Fanglomerate deposits', 'Hardness as calcium carbonate']",10337_42
10337,64,36.6569,-116.6331,,,Death Valley National Monument and vicinity,['27N/1E-23BS1'],Texas,Inyo County,,['01/06/1977'],Varies between measurements,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,['Discharge is from interbasin flow'],10337_64
10337,64,36.5962,-116.7056,,,Death Valley National Monument and vicinity,['24N/1E-15DS1'],Eagle Borax,Inyo County,,"['12/08/1976', '01/06/1977']",Varies between measurements,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,['Discharge is from interbasin flow'],10337_64
10337,64,36.5744,-116.7695,,,Death Valley National Monument and vicinity,['23N/3E-54JS1'],Willow (Gold Valley),Inyo County,,['05/16/1967'],Varies between measurements,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,['Discharge is from interbasin flow'],10337_64
10337,64,36.5526,-116.8361,,,Death Valley National Monument and vicinity,['21N/4E-11MS1'],Rhodes,Inyo County,,['04/15/1969'],Varies between measurements,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,['Discharge is from interbasin flow'],10337_64
10337,64,36.5229,-116.8834,,,Death Valley National Monument and vicinity,"['18N/5E-2ES1, 2']",Saratoga,Inyo County,,"['04/27/1967', '03/23/1970']",Varies between measurements,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,['Discharge is from interbasin flow'],10337_64
10337,64,36.5125,-116.8986,,,Death Valley National Monument and vicinity,['17N/6E-5QS1'],Sheep Creek,Inyo County,,['04/25/1967'],Varies between measurements,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,['Discharge is from interbasin flow'],10337_64
10337,64,36.6569,-116.6331,,,Death Valley National Monument and vicinity,"['27N/1E-23,25,26S']",Travertine,Inyo County,,['01/06/1977'],Varies between measurements,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,['Discharge is from interbasin flow'],10337_64
10337,64,36.6569,-116.6331,,,Death Valley National Monument and vicinity,['27N/1E-26BS1'],South Travertine,Inyo County,,['01/07/1977'],Varies between measurements,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,['Discharge is from interbasin flow'],10337_64
10337,64,36.6234,-116.6719,,,Death Valley National Monument and vicinity,['25N/1E-33FS1'],Tule,Inyo County,,['01/07/1977'],Varies between measurements,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,['Discharge is from interbasin flow'],10337_64
10337,64,36.6778,-116.5945,,,Death Valley National Monument and vicinity,['28N/1E-36FS1'],Unnamed,Inyo County,,['01/07/1977'],Varies between measurements,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,['Discharge is from interbasin flow'],10337_64
10337,65,36.8333,-117.2833,,,"Northern headwaters of Death Valley, interbasin flow from Magruder Mountain area in Nevada",['11S/43E-SES1'],Stainingers 11S/43E-SES1,"Inyo County, California","Inyo County, California",05/01/1968-01/07/1977,3 times per year,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,"['interbasin flow', 'aggregate of several springs']",10337_65
10337,65,36.8333,-117.2833,,,"Northern headwaters of Death Valley, interbasin flow from Magruder Mountain area in Nevada",['7S/40E-15adS1'],Unnamed 7S/40E-15adS1,"Inyo County, California","Inyo County, California",05/01/1968-01/07/1977,3 times per year,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,"['interbasin flow', 'aggregate of several springs']",10337_65
10337,65,36.8333,-117.2833,,,"Northern headwaters of Death Valley, interbasin flow from Magruder Mountain area in Nevada",['9S/41E-7RS1'],Sand 9S/41E-7RS1,"Inyo County, California","Inyo County, California",05/01/1968-01/07/1977,3 times per year,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,"['interbasin flow', 'aggregate of several springs']",10337_65
10337,65,36.8333,-117.2833,,,"Northern headwaters of Death Valley, interbasin flow from Magruder Mountain area in Nevada",['15S/42E-32CS2'],Goldbelt 15S/42E-32CS2,"Inyo County, California","Inyo County, California",05/01/1968-01/07/1977,3 times per year,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,"['interbasin flow', 'aggregate of several springs']",10337_65
10337,65,36.8333,-117.2833,,,"Northern headwaters of Death Valley, interbasin flow from Magruder Mountain area in Nevada",['13S/41E-26MS1'],Quartz 13S/41E-26MS1,"Inyo County, California","Inyo County, California",05/01/1968-01/07/1977,3 times per year,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,"['interbasin flow', 'aggregate of several springs']",10337_65
10337,65,36.8333,-117.2833,,,"Northern headwaters of Death Valley, interbasin flow from Magruder Mountain area in Nevada",['13S/45E-4LS1'],Klare 13S/45E-4LS1,"Inyo County, California","Inyo County, California",05/01/1968-01/07/1977,3 times per year,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,"['interbasin flow', 'aggregate of several springs']",10337_65
10337,65,36.8333,-117.2833,,,"Northern headwaters of Death Valley, supplies Grapevine Ranger Station","['11S/42E-2', '11S/42E-3']","Grapevine 11S/42E-2,3","Inyo County, California","Inyo County, California",05/01/1968-01/07/1977,Continuous,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,"['supplies Grapevine Ranger Station', 'perched water in volcanic rocks']",10337_65
10337,65,36.8333,-117.2833,,,"Northern headwaters of Death Valley, interbasin flow from Magruder Mountain area in Nevada",['11S/44E-32bcS1'],Brier 11S/44E-32bcS1,"Inyo County, California","Inyo County, California",05/01/1968-01/07/1977,3 times per year,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,"['interbasin flow', 'aggregate of several springs']",10337_65
10337,65,36.8333,-117.2833,,,"Northern headwaters of Death Valley, interbasin flow from Magruder Mountain area in Nevada","['11S/43E-18ES1', '11S/43E-2']","Surprise 11S/43E-18ES1,2","Inyo County, California","Inyo County, California",05/01/1968-01/07/1977,3 times per year,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,"['interbasin flow', 'aggregate of several springs']",10337_65
10337,65,36.8333,-117.2833,,,"Northern headwaters of Death Valley, interbasin flow from Magruder Mountain area in Nevada",['11S/42E-27RS1'],Mesquite 11S/42E-27RS1,"Inyo County, California","Inyo County, California",05/01/1968-01/07/1977,3 times per year,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,"['interbasin flow', 'aggregate of several springs']",10337_65
10337,65,36.8333,-117.2833,,,"Northern headwaters of Death Valley, interbasin flow from Magruder Mountain area in Nevada",['28N/1E-36GS1'],Nevares 28N/1E-36GS1,"Inyo County, California","Inyo County, California",05/01/1968-01/07/1977,Continuous,"{'Flow': 'gallons per minute', 'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter'}",Springs,"['interbasin flow', 'aggregate of several springs', 'upgradient from Roosevelt Well']",10337_65
10337,66,36.5083,-116.75,,,Death Valley National Monument and vicinity,['17S/44E-27BS1'],Emigrant,,"Inyo County, California",11/17/1968-01/05/1972,Variable (as per dates of recording),"{'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter', 'Flow': 'gallons per minute'}",Springs,"['Specific conductance', 'Dissolved solids', 'Flow']",10337_66
10337,66,36.5083,-116.75,,,Death Valley National Monument and vicinity,['17S/44E-27KS1'],Upper Emigrant,,"Inyo County, California",11/17/1968-01/05/1972,Variable (as per dates of recording),"{'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter', 'Flow': 'gallons per minute'}",Springs,"['Specific conductance', 'Dissolved solids', 'Flow']",10337_66
10337,66,36.5308,-116.7502,,,Death Valley National Monument and vicinity,['16S/45E-29DS1'],Tucki,,"Inyo County, California",11/17/1968-01/05/1972,Variable (as per dates of recording),"{'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter', 'Flow': 'gallons per minute'}",Springs,"['Specific conductance', 'Dissolved solids', 'Flow']",10337_66
10337,66,36.5458,-116.8102,,,Death Valley National Monument and vicinity,['16S/42E-25KS1'],Cottonwood,,"Inyo County, California",11/17/1968-01/05/1972,Variable (as per dates of recording),"{'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter', 'Flow': 'gallons per minute'}",Springs,"['Specific conductance', 'Dissolved solids', 'Flow']",10337_66
10337,66,36.5458,-116.8102,,,Death Valley National Monument and vicinity,['16S/42E-18RS1'],Jackass,,"Inyo County, California",11/17/1968-01/05/1972,Variable (as per dates of recording),"{'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter', 'Flow': 'gallons per minute'}",Springs,"['Specific conductance', 'Dissolved solids', 'Flow']",10337_66
10337,66,36.4514,-116.75,,,Death Valley National Monument and vicinity,['19S/44E-21RS1'],Wildrose,,"Inyo County, California",11/17/1968-01/05/1972,Variable (as per dates of recording),"{'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter', 'Flow': 'gallons per minute'}",Springs,"['Specific conductance', 'Dissolved solids', 'Flow']",10337_66
10337,66,36.3458,-116.75,,,Death Valley National Monument and vicinity,['23S/45E-23QS1'],Greater View,,"Inyo County, California",11/17/1968-01/05/1972,Variable (as per dates of recording),"{'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter', 'Flow': 'gallons per minute'}",Springs,"['Specific conductance', 'Dissolved solids', 'Flow']",10337_66
10337,66,36.3458,-116.7833,,,Death Valley National Monument and vicinity,['23S/46E-30CS1'],Willow (Butte Valley),,"Inyo County, California",11/17/1968-01/05/1972,Variable (as per dates of recording),"{'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter', 'Flow': 'gallons per minute'}",Springs,"['Specific conductance', 'Dissolved solids', 'Flow']",10337_66
10337,66,36.3458,-116.7833,,,Death Valley National Monument and vicinity,['23S/46E-33DS1'],Squaw,,"Inyo County, California",11/17/1968-01/05/1972,Variable (as per dates of recording),"{'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter', 'Flow': 'gallons per minute'}",Springs,"['Specific conductance', 'Dissolved solids', 'Flow']",10337_66
10337,66,36.5658,-116.8102,,,Death Valley National Monument and vicinity,['15S/46E-1RS1'],Keane Wonder,,"Inyo County, California",11/17/1968-01/05/1972,Variable (as per dates of recording),"{'Specific_Conductance': 'micromhos', 'Dissolved_Solids': 'milligrams per liter', 'Flow': 'gallons per minute'}",Springs,"['Specific conductance', 'Dissolved solids', 'Flow']",10337_66
10337,67,36.1189,-116.8314,,,Not specified,['21N/3E-28B'],21N/3E-28B1,Inyo County,,['--'],Variable (Specific dates given),"{'Depth_to_water': 'feet', 'Specific_conductance': 'micromhos', 'Dissolved_solids': 'milligrams per liter'}",Groundwater,"['Well', 'Monitoring']",10337_67
10337,67,36.1189,-116.8314,,,Not specified,['23N/1E-23E'],23N/1E-23E1 (Gravel Well),Inyo County,,['--'],Variable (Specific dates given),"{'Depth_to_water': 'feet', 'Specific_conductance': 'micromhos', 'Dissolved_solids': 'milligrams per liter'}",Groundwater,"['Gravel Well', 'Monitoring']",10337_67
10337,67,36.1189,-116.8314,,,Not specified,['20N/4E-9K'],20N/4E-9K1,Inyo County,,['04/27/1968'],Variable (Specific dates given),"{'Depth_to_water': 'feet', 'Specific_conductance': 'micromhos', 'Dissolved_solids': 'milligrams per liter'}",Groundwater,"['Well', 'Monitoring']",10337_67
10337,67,36.1189,-116.8314,,,Not specified,['22N/1E-12D'],22N/1E-12D1 (Salt Well),Inyo County,,['--'],Variable (Specific dates given),"{'Depth_to_water': 'feet', 'Specific_conductance': 'micromhos', 'Dissolved_solids': 'milligrams per liter'}",Groundwater,"['Salt Well', 'Monitoring']",10337_67
10337,67,36.1189,-116.8314,,,Upgradient from Saratoga Springs,['18N/5E-14J'],18N/5E-14J1,Inyo County,,"['04/27/1968', '02/17/1967']",Variable (Specific dates given),"{'Depth_to_water': 'feet', 'Specific_conductance': 'micromhos', 'Dissolved_solids': 'milligrams per liter'}",Groundwater,"['Well', 'Monitoring', 'Upgradient', 'Saratoga Springs']",10337_67
10337,67,36.1189,-116.8314,,,Not specified,['19N/6E-19N'],19N/6E-19N1,Inyo County,,"['02/17/1967', '04/27/1968']",Variable (Specific dates given),"{'Depth_to_water': 'feet', 'Specific_conductance': 'micromhos', 'Dissolved_solids': 'milligrams per liter'}",Groundwater,"['Well', 'Monitoring']",10337_67
10337,67,36.1189,-116.8314,,,Not specified,['24N/1E-4F'],24N/1E-4F1 (Shortys Well),Inyo County,,['05/16/1967'],Variable (Specific dates given),"{'Depth_to_water': 'feet', 'Specific_conductance': 'micromhos', 'Dissolved_solids': 'milligrams per liter'}",Groundwater,"['Shortys Well', 'Monitoring']",10337_67
10337,67,36.1189,-116.8314,,,Not specified,['24N/1E-15E'],24N/1E-15E1,Inyo County,,['--'],Variable (Specific dates given),"{'Depth_to_water': 'feet', 'Specific_conductance': 'micromhos', 'Dissolved_solids': 'milligrams per liter'}",Groundwater,['Monitoring'],10337_67
10337,67,36.1189,-116.8314,,,Not specified,['24N/1E-15E'],24N/1E-15E2,Inyo County,,['--'],Variable (Specific dates given),"{'Depth_to_water': 'feet', 'Specific_conductance': 'micromhos', 'Dissolved_solids': 'milligrams per liter'}",Groundwater,['Monitoring'],10337_67
10337,67,36.1189,-116.8314,,,Not specified,['24N/1E-270'],24N/1E-2701,Inyo County,,['04/27/1968'],Variable (Specific dates given),"{'Depth_to_water': 'feet', 'Specific_conductance': 'micromhos', 'Dissolved_solids': 'milligrams per liter'}",Groundwater,['Monitoring'],10337_67
10337,67,36.1189,-116.8314,,,Not specified,['21N/4E-15R'],21N/4E-15R2,Inyo County,,['02/20/1969'],Variable (Specific dates given),"{'Depth_to_water': 'feet', 'Specific_conductance': 'micromhos', 'Dissolved_solids': 'milligrams per liter'}",Groundwater,"['Well', 'Monitoring']",10337_67
10337,67,36.1189,-116.8314,,,Not specified,['24N/1E-270'],24N/1E-2702,Inyo County,,['--'],Variable (Specific dates given),"{'Depth_to_water': 'feet', 'Specific_conductance': 'micromhos', 'Dissolved_solids': 'milligrams per liter'}",Groundwater,['Monitoring'],10337_67
10337,68,36.0575,-116.825,,,Death Valley National Monument and vicinity,['27N/4E-26B1'],Well 27N/4E-26B1,,Inyo County,11/20/1968-01/07/1977,Variable (Dates of recording range from 1968 to 1977),"{'Specific Conductance': 'micromhos', 'Dissolved Solids': 'milligrams per liter', 'Depth to Water': 'feet', 'Depth': 'feet'}",Groundwater,"['piezometers', 'test well']",10337_68
10337,68,36.0575,-116.825,,,Death Valley National Monument and vicinity,['27N/4E-27B2'],Well 27N/4E-27B2,,Inyo County,11/20/1968-01/07/1977,Variable (Dates of recording range from 1968 to 1977),"{'Specific Conductance': 'micromhos', 'Dissolved Solids': 'milligrams per liter', 'Depth to Water': 'feet', 'Depth': 'feet'}",Groundwater,"['piezometers', 'test well']",10337_68
10337,68,36.0575,-116.825,,,Death Valley National Monument and vicinity,['27N/1E-24E1'],Well 27N/1E-24E1,,Inyo County,11/20/1968-01/07/1977,Variable (Dates of recording range from 1968 to 1977),"{'Specific Conductance': 'micromhos', 'Dissolved Solids': 'milligrams per liter', 'Depth to Water': 'feet', 'Depth': 'feet'}",Groundwater,"['piezometers', 'test well']",10337_68
10337,68,36.0575,-116.825,,,Death Valley National Monument and vicinity,"['24N/1E-27F1', '24N/1E-27F2']",Bennetts Well - Section 27,,Inyo County,11/20/1968-01/07/1977,Variable (Dates of recording range from 1968 to 1977),"{'Specific Conductance': 'micromhos', 'Dissolved Solids': 'milligrams per liter', 'Depth to Water': 'feet', 'Depth': 'feet'}",Groundwater,"['piezometers', 'test well', 'Furnace Creek fan', 'syncline']",10337_68
10337,68,36.0575,-116.825,,,Death Valley National Monument and vicinity,['28N/1E-36G3'],Well 28N/1E-36G3,,Inyo County,11/20/1968-01/07/1977,Variable (Dates of recording range from 1968 to 1977),"{'Specific Conductance': 'micromhos', 'Dissolved Solids': 'milligrams per liter', 'Depth to Water': 'feet', 'Depth': 'feet'}",Groundwater,"['piezometers', 'test well']",10337_68
